#This file was produced by Open Exoplanet Catalogue https://github.com/OpenExoplanetCatalogue/open_exoplanet_catalogue/blob/master/

# COLUMN system_name: Name of the planetary system.  
# COLUMN star_name: Host star's name.  
# COLUMN star_mass: Star's mass in Solar masses (M☉).  
# COLUMN star_radius: Star's radius in Solar radii (R☉).  
# COLUMN star_temperature: Star's temperature in Kelvin (K).  
# COLUMN star_metallicity: Star's metallicity [Fe/H] in dex.  
# COLUMN star_spectral_type: Star's spectral classification.  
# COLUMN planet_name: Exoplanet's name.  
# COLUMN planet_mass: Exoplanet's mass in M♃ or M⊕.  
# COLUMN planet_radius: Exoplanet's radius in R♃ or R⊕.  
# COLUMN planet_temperature: Exoplanet's temperature in Kelvin (K).  
# COLUMN planet_period: Orbital period in days.  
# COLUMN planet_semimajoraxis: Semi-major axis in AU.  
# COLUMN planet_eccentricity: Orbital eccentricity.  
# COLUMN planet_inclination: Orbital inclination in degrees.  
# COLUMN discovery_method: Method used to detect the exoplanet.  
# COLUMN is_transiting: 1 if transiting, 0 if not.  
# COLUMN discovery_year: Year of discovery.  

system_name,star_name,star_mass,star_radius,star_temperature,star_metallicity,star_spectral_type,planet_name,planet_mass,planet_radius,planet_temperature,planet_period,planet_semimajoraxis,planet_eccentricity,planet_inclination,discovery_method,is_transiting,discovery_year
Kepler-919,Kepler-919,1.15,1.21,6113.0,0.07,,Kepler-919 b,,0.201,,11.046033840,,,,transit,1,2016
Kepler-920,Kepler-920,0.89,0.85,5403.0,0.00,,Kepler-920 b,,0.216,,6.531927040,,,,transit,1,2016
Kepler-920,Kepler-920,0.89,0.85,5403.0,0.00,,Kepler-920 c,,0.339,,100.827411300,,,,transit,1,2016
Kepler-921,Kepler-921,0.93,0.91,5663.0,-0.12,,Kepler-921 b,,0.256,,51.300634000,,,,transit,1,2016
Kepler-922,Kepler-922,0.95,0.93,5671.0,-0.05,,Kepler-922 b,,0.127,,0.938466830,,,,transit,1,2016
Kepler-923,Kepler-923,1.11,1.26,5988.0,0.07,,Kepler-923 b,,0.123,,6.933664760,,,,transit,1,2016
Kepler-924,Kepler-924,1.14,1.23,6167.0,0.01,,Kepler-924 b,,0.274,,61.037011700,,,,transit,1,2016
Kepler-925,Kepler-925,0.77,0.72,4673.0,0.12,,Kepler-925 b,,0.209,,33.867853100,,,,transit,1,2016
Kepler-926,Kepler-926,1.01,1.01,5806.0,0.03,,Kepler-926 b,,0.206,,52.068860100,,,,transit,1,2016
Kepler-927,Kepler-927,0.99,0.99,5743.0,0.03,,Kepler-927 b,,0.153,,9.114990300,,,,transit,1,2016
Kepler-928,Kepler-928,0.73,0.70,4700.0,-0.11,,Kepler-928 b,,0.142,,3.932461300,,,,transit,1,2016
Kepler-929,Kepler-929,1.01,1.02,5869.0,-0.04,,Kepler-929 b,,0.099,,0.921032140,,,,transit,1,2016
Kepler-93,Kepler-93,0.911,0.919,5669,-0.18,,Kepler-93 b,0.0126,0.1319,,4.72673978,0.053,0,0.1765,transit,1,2014
Kepler-93,Kepler-93,0.911,0.919,5669,-0.18,,Kepler-93 c,,,,,,,,RV,0,2014
Kepler-930,Kepler-930,1.25,1.40,6335.0,0.04,,Kepler-930 b,,0.190,,71.451777500,,,,transit,1,2016
Kepler-931,Kepler-931,0.86,0.81,5241.0,-0.01,,Kepler-931 b,,0.119,,8.037558770,,,,transit,1,2016
Kepler-932,Kepler-932,0.87,0.84,5331.0,-0.01,,Kepler-932 b,,0.122,,1.921437400,,,,transit,1,2016
Kepler-933,Kepler-933,0.87,0.84,5346.0,-0.02,,Kepler-933 b,,0.219,,14.204430090,,,,transit,1,2016
Kepler-934,Kepler-934,0.81,0.77,5001.0,0.01,,Kepler-934 b,,0.186,,55.673830900,,,,transit,1,2016
Kepler-935,Kepler-935,0.78,0.73,4830.0,-0.01,,Kepler-935 b,,0.120,,4.880838520,,,,transit,1,2016
Kepler-936,Kepler-936,0.92,0.89,5482.0,0.05,,Kepler-936 b,,0.129,,10.561342210,,,,transit,1,2016
Kepler-937,Kepler-937,1.15,1.22,6095.0,0.08,,Kepler-937 b,,0.332,,67.668827000,,,,transit,1,2016
Kepler-937,Kepler-937,1.15,1.22,6095.0,0.08,,Kepler-937 c,,0.238,,153.343364000,,,,transit,1,2016
Kepler-938,Kepler-938,0.92,0.89,5533.0,-0.03,,Kepler-938 b,,0.198,,52.629841700,,,,transit,1,2016
Kepler-939,Kepler-939,0.88,0.85,5471.0,-0.12,,Kepler-939 b,,0.156,,14.878296000,,,,transit,1,2016
Kepler-94,Kepler-94,0.81,0.76,4781,0.34,,Kepler-94 b,0.034099,0.319867,,2.50806,,,,transit,1,2014
Kepler-94,Kepler-94,0.81,0.76,4781,0.34,,Kepler-94 c,9.833460,,,820.3,,,,RV,0,2014
Kepler-940,Kepler-940,0.97,0.96,5769.0,-0.08,,Kepler-940 b,,0.298,,59.622525700,,,,transit,1,2016
Kepler-941,Kepler-941,0.89,0.86,5539.0,-0.15,,Kepler-941 b,,0.275,,17.423951980,,,,transit,1,2016
Kepler-942,Kepler-942,0.81,0.75,4861.0,0.09,,Kepler-942 b,,0.190,,44.964174880,,,,transit,1,2016
Kepler-944,Kepler-944,0.86,0.83,5409.0,-0.11,,Kepler-944 b,,0.235,,43.316773700,,,,transit,1,2016
Kepler-945,Kepler-945,0.97,0.97,5718.0,-0.01,,Kepler-945 b,,0.235,,31.003381400,,,,transit,1,2016
Kepler-946,Kepler-946,0.94,0.93,5665.0,-0.09,,Kepler-946 b,,0.172,,11.791625720,,,,transit,1,2016
Kepler-947,Kepler-947,0.90,0.87,5508.0,-0.07,,Kepler-947 b,,0.203,,26.964431700,,,,transit,1,2016
Kepler-948,Kepler-948,0.96,0.94,5679.0,-0.02,,Kepler-948 b,,0.165,,7.768466220,,,,transit,1,2016
Kepler-949,Kepler-949,0.89,0.86,5403.0,0.01,,Kepler-949 b,,0.260,,8.689307300,,,,transit,1,2016
Kepler-95,Kepler-95,1.08,1.41,5699,0.30,,Kepler-95 b,0.040894,0.311666,,11.5231,,,,transit,1,2014
Kepler-950,Kepler-950,1.02,1.02,5857.0,0.02,,Kepler-950 b,,0.801,,98.718040600,,,,transit,1,2016
Kepler-951,Kepler-951,0.77,0.73,4834.0,-0.01,,Kepler-951 b,,0.499,,71.525308450,,,,transit,1,2016
Kepler-952,Kepler-952,1.00,0.99,5730.0,0.06,,Kepler-952 b,,0.682,,130.354691900,,,,transit,1,2016
Kepler-953,Kepler-953,0.950,0.9900,5416.000,0.260,,Kepler-953 b,,0.376,,88.40655258,,,,transit,1,2016
Kepler-953,Kepler-953,0.950,0.9900,5416.000,0.260,,Kepler-953 c,,0.106,,9.10967112,,,,transit,1,2016
Kepler-954,Kepler-954,0.82,0.76,4990.0,0.02,,Kepler-954 b,,0.207,,16.781766020,,,,transit,1,2016
Kepler-955,Kepler-955,0.89,0.84,5350.0,0.02,,Kepler-955 b,,0.279,,14.532441720,,,,transit,1,2016
Kepler-956,Kepler-956,1.10,1.15,6040.0,0.02,,Kepler-956 b,,0.268,,5.248672630,,,,transit,1,2016
Kepler-957,Kepler-957,0.81,0.75,4963.0,-0.01,,Kepler-957 b,,0.491,,5.907413540,,,,transit,1,2016
Kepler-958,Kepler-958,0.91,0.86,5421.0,0.01,,Kepler-958 b,,0.184,,9.767880500,,,,transit,1,2016
Kepler-959,Kepler-959,1.60,2.01,7005.0,0.02,,Kepler-959 b,,0.391,,14.800748360,,,,transit,1,2016
Kepler-96,Kepler-96,1.00,1.02,5690,0.04,,Kepler-96 b,,0.243318,,16.2385,,,,transit,1,2014
Kepler-960,Kepler-960,0.77,0.72,4755.0,0.02,,Kepler-960 b,,0.204,,3.126862230,,,,transit,1,2016
Kepler-961,Kepler-961,0.96,0.90,5582.0,0.05,,Kepler-961 b,,0.227,,16.877274140,,,,transit,1,2016
Kepler-962,Kepler-962,0.93,0.86,5478.0,0.01,,Kepler-962 b,,0.176,,12.057072390,,,,transit,1,2016
Kepler-963,Kepler-963,0.91,0.87,5461.0,-0.02,,Kepler-963 b,,0.237,,9.976837050,,,,transit,1,2016
Kepler-964,Kepler-964,0.93,0.84,5427.0,0.03,,Kepler-964 b,,0.189,,13.522510600,,,,transit,1,2016
Kepler-965,Kepler-965,1.05,1.15,5886.0,0.03,,Kepler-965 b,,0.302,,134.252729800,,,,transit,1,2016
Kepler-966,Kepler-966,1.02,1.02,5840.0,0.04,,Kepler-966 b,,0.368,,99.747622000,,,,transit,1,2016
Kepler-967,Kepler-967,0.84,0.80,5178.0,-0.03,,Kepler-967 b,,0.210,,13.227133790,,,,transit,1,2016
Kepler-967,Kepler-967,0.84,0.80,5178.0,-0.03,,Kepler-967 c,,0.326,,198.711250200,,,,transit,1,2016
Kepler-968,Kepler-968,0.76,0.70,4598.00,0.130,,Kepler-968 c,0.01100,0.151,6.44000000000e+02,5.70940492,0.052000,0.000000,87.700,transit,1,2016
Kepler-968,Kepler-968,0.76,0.70,4598.00,0.130,,Kepler-968 b,0.01470,0.178,7.45000000000e+02,3.69298373,0.038900,0.000000,85.880,transit,1,2016
Kepler-968,Kepler-968,0.76,0.70,4598.00,0.130,,Kepler-968 d,0.03467,0.230,6.13000000000e+02,7.68500000,0.063400,0.000000,86.870,transit,1,2021
Kepler-969,Kepler-969,0.92,0.82,5214.0,0.22,,Kepler-969 b,,0.185,,34.173171400,,,,transit,1,2016
Kepler-969,Kepler-969,0.92,0.82,5214.0,0.22,,Kepler-969 c,,0.088,,1.682934600,,,,transit,1,2016
Kepler-97,Kepler-97,0.94,0.98,5779,-0.20,,Kepler-97 b,0.011041,0.134873,,2.58664,,,,transit,1,2014
Kepler-97,Kepler-97,0.94,0.98,5779,-0.20,,Kepler-97 c,,,,,,,,RV,0,2014
Kepler-970,Kepler-970,0.70,0.67,4511.0,-0.08,,Kepler-970 b,,0.247,,16.736522310,,,,transit,1,2016
Kepler-971,Kepler-971,0.88,0.85,5431.0,-0.06,,Kepler-971 b,,0.190,,9.590707160,,,,transit,1,2016
Kepler-972,Kepler-972,1.15,1.22,6146.0,0.04,,Kepler-972 b,,0.415,,7.039325530,,,,transit,1,2016
Kepler-973,Kepler-973,0.86,0.78,5213.0,-0.06,,Kepler-973 b,,0.175,,49.607733100,,,,transit,1,2016
Kepler-975,Kepler-975,0.80,0.75,4897.0,0.07,,Kepler-975 b,,0.132,,1.970342460,,,,transit,1,2016
Kepler-976,Kepler-976,0.87,0.83,5232.0,0.07,,Kepler-976 b,,0.353,,105.956414800,,,,transit,1,2016
Kepler-977,Kepler-977,0.87,0.83,5315.0,-0.01,,Kepler-977 b,,0.234,,26.853283220,,,,transit,1,2016
Kepler-978,Kepler-978,1.07,1.09,6002.0,-0.01,,Kepler-978 b,,0.267,,49.622150900,,,,transit,1,2016
Kepler-979,Kepler-979,0.87,0.83,5310.0,-0.02,,Kepler-979 b,,0.243,,8.088013500,,,,transit,1,2016
Kepler-98,Kepler-98,0.99,1.11,5539,0.18,,Kepler-98 b,0.011167,0.181349,,1.54168,,,,transit,1,2014
Kepler-980,Kepler-980,1.05,1.06,5935.0,0.01,,Kepler-980 b,,0.238,,11.551025040,,,,transit,1,2016
Kepler-981,Kepler-981,0.98,0.96,5718.0,0.01,,Kepler-981 b,,0.206,,4.469757740,,,,transit,1,2016
Kepler-982,Kepler-982,1.16,1.29,6139.0,0.05,,Kepler-982 b,,0.201,,15.773822100,,,,transit,1,2016
Kepler-983,Kepler-983,1.13,1.08,6052.0,0.12,,Kepler-983 b,,0.211,,60.085508200,,,,transit,1,2016
Kepler-984,Kepler-984,0.96,0.93,5610.0,0.04,,Kepler-984 b,,0.189,,43.034227200,,,,transit,1,2016
Kepler-985,Kepler-985,0.91,0.85,5434.0,0.00,,Kepler-985 b,,0.266,,116.331901000,,,,transit,1,2016
Kepler-986,Kepler-986,0.96,0.98,5642.0,0.04,,Kepler-986 b,,0.211,,56.434993800,,,,transit,1,2016
Kepler-987,Kepler-987,0.97,0.91,5637.0,0.01,,Kepler-987 b,,0.291,,105.303314800,,,,transit,1,2016
Kepler-988,Kepler-988,0.55,0.53,4005.0,-0.32,,Kepler-988 b,,0.185,,17.760800530,,,,transit,1,2016
Kepler-989,Kepler-989,0.82,0.78,5074.0,0.01,,Kepler-989 b,,0.197,,7.964315350,,,,transit,1,2016
Kepler-99,Kepler-99,0.79,0.73,4782,0.18,,Kepler-99 b,0.019346,0.134873,,4.60358,,,,transit,1,2014
Kepler-990,Kepler-990,1.05,1.08,5948.0,0.01,,Kepler-990 b,,0.232,,9.917234280,,,,transit,1,2016
Kepler-990,Kepler-990,1.05,1.08,5948.0,0.01,,Kepler-990 c,,0.136,,0.538354310,,,,transit,1,2016
Kepler-991,Kepler-991,0.64,0.61,4392.0,-0.25,,Kepler-991 b,,0.227,,82.534251900,,,,transit,1,2016
Kepler-992,Kepler-992,0.80,0.74,4944.0,-0.04,,Kepler-992 b,,0.145,,20.160344620,,,,transit,1,2016
Kepler-993,Kepler-993,0.57,0.54,3843.0,0.03,,Kepler-993 b,,0.265,,22.085575630,,,,transit,1,2016
Kepler-994,Kepler-994,0.56,0.54,3934.0,-0.13,,Kepler-994 b,,0.143,,1.151166510,,,,transit,1,2016
Kepler-995,Kepler-995,0.83,0.80,5206.0,-0.07,,Kepler-995 b,,0.241,,28.267316720,,,,transit,1,2016
Kepler-996,Kepler-996,1.09,1.14,6014.0,0.03,,Kepler-996 b,,0.177,,3.770590580,,,,transit,1,2016
Kepler-997,Kepler-997,1.22,1.56,6150.0,0.05,,Kepler-997 b,,0.121,,2.707306720,,,,transit,1,2016
Kepler-998,Kepler-998,1.12,1.18,6058.0,0.07,,Kepler-998 b,,0.207,,5.653777330,,,,transit,1,2016
Kepler-999,Kepler-999,1.29,1.65,6237.0,0.05,,Kepler-999 b,,0.209,,5.991857020,,,,transit,1,2016
KIC 10001893,KIC 10001893,0.47,0.24,27500,,sdB,KIC 10001893 b,,,,0.2197,0.005,,,imaging,0,2014
KIC 10001893,KIC 10001893,0.47,0.24,27500,,sdB,KIC 10001893 c,,,,0.3253,0.007,,,imaging,0,2014
KIC 10001893,KIC 10001893,0.47,0.24,27500,,sdB,KIC 10001893 d,,,,0.8116,0.01,,,imaging,0,2014
KIC 10024862,KIC 10024862,1.07,1.11,6616.0,0.07,,KIC 10024862 b,,0.49,,567.0445,,,89.868,transit,1,2015
KIC 10068024,KIC 10068024,1.22,1.574,6118.0,0.01,,KIC 10068024 b,2.0,,,2.073549,,,,transit,1,2021
KIC 10525077,KIC 10525077,1.01,1.01,6091,-0.04,,KIC 10525077 b,,0.491,,854.08300,,,89.861,transit,1,2015
KIC 10525077,KIC 10525077,1.01,1.01,6091,-0.04,,KOI-5800.01,,0.1213,,11.0068817,,,89.95,transit,1,2015
KIC 10905746,KIC 10905746,0.578,0.548,,-0.23,,KIC 10905746 b,,0.237,,9.8844,0.0751,,88.42,transit,1,2011
KIC 12557548,KIC 12557548,0.666,0.660,4550,-0.180,,KIC 12557548 b,,,,0.6535538,,,,transit,1,2012
KIC 3558849,KIC 3558849,0.98,1.005,6175,-0.42,,KIC 3558849 b,,0.616,,1322.3,,,89.973,transit,1,2015
KIC 3558849,KIC 3558849,0.98,1.005,6175,-0.42,,KOI-4307.01,,0.2097,,160.850816,,,89.38,transit,1,2014
KIC 5095269(AB),KIC 5095269(AB),,,,,F7V/M,KIC 5095269(AB) b,7.698,,,237.70817,,0.0604,105.92,transit,1,2017
KIC 5437945,KIC 5437945,1.07,1.24,6340,-0.38,,KIC 5437945 b,,0.571,,440.78130,,,89.904,transit,1,2015
KIC 5437945,KIC 5437945,1.07,1.24,6340,-0.38,,KOI-3791.02,,0.5442,,220.1303357,,,89.95,transit,1,2013
KIC 5479689,KIC 5479689,0.966,0.894,5459.0,0.161,,KIC 5479689 b,0.5,,,1.701531,,,,transit,1,2021
KIC 5951458,KIC 5951458,0.98,1.52,6258,-0.50,,KIC 5951458 b,,0.589,,1320.1,,,89.799,transit,1,2015
KIC 6185331,KIC 6185331,0.93,0.91,5612.0,-0.07,,KIC 6185331 b,,0.529,,49.770143800,0.2672,,89.2,transit,1,2011
KIC 7821010,KIC 7821010,,,,,F2V,KIC 7821010 b,2.6,,,991.0,,,,timing,0,2016
KIC 7917485,KIC 7917485,1.63,,7067.0,-0.02,A,KIC 7917485 b,11.8,,,840.0,2.03,0.15,,transit,1,2016
KIC 8012732,KIC 8012732,0.92,1.22,6221.0,0.2,,KIC 8012732 b,,0.87,,431.4681,,,89.741,transit,1,2015
KIC 8121913,KIC 8121913,1.456,2.233,5975.3,0.252,,KIC 8121913 b,2.1,,,3.294601,,,,transit,1,2021
KIC 8435766,KIC 8435766,0.83,0.74,5121,-0.08,G,KIC 8435766 b,0.005882,0.109356,,0.35500744,,,75.2,transit,1,2013
KIC 8540376,KIC 8540376,1.035,1.26,6474,-0.16,,KIC 8540376 b,,0.366,,31.80990,,,89.300,transit,1,2015
KIC 8540376,KIC 8540376,1.035,1.26,6474,-0.16,,KIC 8540376 c,,0.214,,75.2,,,89.701,transit,1,2015
KIC 9413313,KIC 9413313,0.95,1.45,5359.0,0.02,,KIC 9413313 b,,,,,,,,transit,1,2015
KIC 9663113,KIC 9663113,0.975,1.03,6065,-0.28,,KIC 9663113 b,,0.410,,572.38470,,,89.768,transit,1,2015
KIC 9663113,KIC 9663113,0.975,1.03,6065,-0.28,,KOI-179.01,,0.2935,,20.74028413,,,88.81,transit,1,2014
KMT-2016-BLG-0212L,KMT-2016-BLG-0212L,0.48,,,,,KMT-2016-BLG-0212L b,18.00000,,,,2.200000,,,microlensing,0,2018
KMT-2016-BLG-1105L,KMT-2016-BLG-1105L,0.41,,,,,KMT-2016-BLG-1105L b,0.00730,0.118,,,2.440000,,,microlensing,0,2023
KMT-2016-BLG-1107L,KMT-2016-BLG-1107L,0.09,,,,,KMT-2016-BLG-1107L b,3.28300,,,,0.342000,,,microlensing,0,2019
KMT-2016-BLG-1397L,KMT-2016-BLG-1397L,0.45,,,,,KMT-2016-BLG-1397L b,7.00000,,,,5.100000,,,microlensing,0,2018
KMT-2016-BLG-1820L,KMT-2016-BLG-1820L,0.04,,,,,KMT-2016-BLG-1820L b,4.57000,,,,1.080000,,,microlensing,0,2018
KMT-2016-BLG-1836L,KMT-2016-BLG-1836L,0.49,,,,,KMT-2016-BLG-1836L b,2.20000,,,,3.500000,,,microlensing,0,2019
KMT-2016-BLG-2142L,KMT-2016-BLG-2142L,0.07,,,,,KMT-2016-BLG-2142L b,15.49000,,,,0.830000,,,microlensing,0,2018
KMT-2016-BLG-2364L,KMT-2016-BLG-2364L,0.50,,,,,KMT-2016-BLG-2364L b,3.93000,,,,2.630000,,,microlensing,0,2020
KMT-2016-BLG-2397L,KMT-2016-BLG-2397L,0.64,,,,,KMT-2016-BLG-2397L b,2.63000,,,,3.640000,,,microlensing,0,2020
KMT-2016-BLG-2605,KMT-2016-BLG-2605,0.064,,,,,KMT-2016-BLG-2605 b,0.771,,,,0.681,,,microlensing,0,2021
KMT-2017-BLG-0165L,KMT-2017-BLG-0165L,0.76,,,,,KMT-2017-BLG-0165L b,0.10698,,,,3.450000,,,microlensing,0,2018
KMT-2017-BLG-0428L,KMT-2017-BLG-0428L,0.34,,,,,KMT-2017-BLG-0428L b,0.01759,0.199,,,1.810000,,,microlensing,0,2023
KMT-2017-BLG-0673L,KMT-2017-BLG-0673L,0.63,,,,,KMT-2017-BLG-0673L b,3.67000,1.160,,,2.340000,,,microlensing,0,2022
KMT-2017-BLG-1003L,KMT-2017-BLG-1003L,0.32,,,,,KMT-2017-BLG-1003L b,0.01633,0.190,,,1.380000,,,microlensing,0,2023
KMT-2017-BLG-1038L,KMT-2017-BLG-1038L,0.37,,,,,KMT-2017-BLG-1038L b,2.00000,,,,1.800000,,,microlensing,0,2019
KMT-2017-BLG-1146L,KMT-2017-BLG-1146L,0.33,,,,,KMT-2017-BLG-1146L b,0.71000,,,,1.600000,,,microlensing,0,2019
KMT-2017-BLG-1194L,KMT-2017-BLG-1194L,0.41,,,,,KMT-2017-BLG-1194L b,0.01114,0.152,,,1.780000,,,microlensing,0,2023
KMT-2017-BLG-2509,KMT-2017-BLG-2509,0.46,,,,,KMT-2017-BLG-2509 b,2.09,,,,2.14,,,microlensing,0,2021
KMT-2017-BLG-2509,KMT-2017-BLG-2509,0.46,,,,,OGLE-2019-BLG-0299 b,6.22,,,,2.8,,,microlensing,0,2021
KMT-2018-BLG-0029L,KMT-2018-BLG-0029L,1.14,,,,,KMT-2018-BLG-0029L b,0.02388,,,,4.270000,,,microlensing,0,2020
KMT-2018-BLG-0030,KMT-2018-BLG-0030,0.51,,,,,KMT-2018-BLG-0030 b,1.45,,,,4.39,,,microlensing,0,2022
KMT-2018-BLG-0087,KMT-2018-BLG-0087,0.1,,,,,KMT-2018-BLG-0087 b,0.23,,,,0.87,,,microlensing,0,2022
KMT-2018-BLG-0247,KMT-2018-BLG-0247,0.29,,,,,KMT-2018-BLG-0247 b,2.11,,,,2.46,,,microlensing,0,2022
KMT-2018-BLG-0748L,KMT-2018-BLG-0748L,0.09,,,,,KMT-2018-BLG-0748L b,0.19000,,,,0.620000,,,microlensing,0,2020
KMT-2018-BLG-1025L,KMT-2018-BLG-1025L,0.22,,,,,KMT-2018-BLG-1025L b,0.01906,0.208,,,1.305000,,,microlensing,0,2021
KMT-2018-BLG-1292L,KMT-2018-BLG-1292L,1.09,,,,,KMT-2018-BLG-1292L b,4.42000,,,,6.030000,,,microlensing,0,2020
KMT-2018-BLG-1743,KMT-2018-BLG-1743,0.3,,,,,KMT-2018-BLG-1743 b,0.925,,,,1.74,,,microlensing,0,2021
KMT-2018-BLG-1976L,KMT-2018-BLG-1976L,0.65,,,,,KMT-2018-BLG-1976L b,1.96,,,,2.04,,,microlensing,0,2021
KMT-2018-BLG-1988L,KMT-2018-BLG-1988L,0.47,,,,,KMT-2018-BLG-1988L b,0.0214,,,,2.83,,,microlensing,0,2021
KMT-2018-BLG-1990L,KMT-2018-BLG-1990L,0.09,,,,M,KMT-2018-BLG-1990L b,0.34800,,,,0.763000,,,microlensing,0,2019
KMT-2018-BLG-1996L,KMT-2018-BLG-1996L,0.69,,,,,KMT-2018-BLG-1996L b,1.09000,1.230,,,4.270000,,,microlensing,0,2021
KMT-2018-BLG-2004,KMT-2018-BLG-2004,0.69,,,,,KMT-2018-BLG-2004 b,0.27,,,,4.62,,,microlensing,0,2022
KMT-2018-BLG-2602,KMT-2018-BLG-2602,0.66,,,,,KMT-2018-BLG-2602 b,1.15,,,,3.81,,,microlensing,0,2022
KMT-2018-BLG-2718,KMT-2018-BLG-2718,0.82,,,,,KMT-2018-BLG-2718 b,16.0,,,,4.86,,,microlensing,0,2022
KMT-2019-BLG-0253,KMT-2019-BLG-0253,0.7,,,,,KMT-2019-BLG-0253 b,0.0289,,,,3.1,,,microlensing,0,2021
KMT-2019-BLG-0298L,KMT-2019-BLG-0298L,0.70,,,,,KMT-2019-BLG-0298L b,1.81000,1.200,,,5.670000,,,microlensing,0,2023
KMT-2019-BLG-0371L,KMT-2019-BLG-0371L,0.09,,,,,KMT-2019-BLG-0371L b,7.70000,1.130,,,0.790000,,,microlensing,0,2021
KMT-2019-BLG-0414L,KMT-2019-BLG-0414L,0.74,,,,,KMT-2019-BLG-0414L b,4.57000,1.150,,,1.160000,,,microlensing,0,2022
KMT-2019-BLG-0842L,KMT-2019-BLG-0842L,0.76,,,,,KMT-2019-BLG-0842L b,0.03234,,,,3.310000,,,microlensing,0,2020
KMT-2019-BLG-0953L,KMT-2019-BLG-0953L,0.28,,,,,KMT-2019-BLG-0953L b,0.04877,0.362,,,1.100000,,,microlensing,0,2022
KMT-2019-BLG-1042,KMT-2019-BLG-1042,0.3,,,,,KMT-2019-BLG-1042 b,0.19,,,,1.7,,,microlensing,0,2022
KMT-2019-BLG-1216L,KMT-2019-BLG-1216L,0.39,,,,,KMT-2019-BLG-1216L b,0.09400,0.533,,,2.440000,,,microlensing,0,2023
KMT-2019-BLG-1339L,KMT-2019-BLG-1339L,0.48,,,,,KMT-2019-BLG-1339L b,1.25000,,,,2.150000,,,microlensing,0,2020
KMT-2019-BLG-1367L,KMT-2019-BLG-1367L,0.25,,,,,KMT-2019-BLG-1367L b,0.01284,0.165,,,1.700000,,,microlensing,0,2023
KMT-2019-BLG-1552,KMT-2019-BLG-1552,0.79,,,,,KMT-2019-BLG-1552 b,4.05,,,,2.6,,,microlensing,0,2022
KMT-2019-BLG-1552L,KMT-2019-BLG-1552L,0.79,,,,,KMT-2019-BLG-1552L b,4.05000,1.160,,,2.600000,,,microlensing,0,2022
KMT-2019-BLG-1715,KMT-2019-BLG-1715,0.76,,,,,KMT-2019-BLG-1715 b,2.56,,,,3.32,,,microlensing,0,2021
KMT-2019-BLG-1806L,KMT-2019-BLG-1806L,0.74,,,,,KMT-2019-BLG-1806L b,0.01469,0.179,,,3.020000,,,microlensing,0,2023
KMT-2019-BLG-1953L,KMT-2019-BLG-1953L,0.31,,,,,KMT-2019-BLG-1953L b,0.64000,,,,,,,microlensing,0,2020
KMT-2019-BLG-2783L,KMT-2019-BLG-2783L,0.34,,,,,KMT-2019-BLG-2783L b,1.16000,1.220,,,1.850000,,,microlensing,0,2023
KMT-2019-BLG-2974,KMT-2019-BLG-2974,0.47,,,,,KMT-2019-BLG-2974 b,0.28,,,,2.0,,,microlensing,0,2022
KMT-2021-BLG-0119L,KMT-2021-BLG-0119L,0.56,,,,,KMT-2021-BLG-0119L b,5.52000,1.140,,,2.920000,,,microlensing,0,2022
KMT-2021-BLG-0171L,KMT-2021-BLG-0171L,0.78,,,,,KMT-2021-BLG-0171L b,0.0352,,,,3.5,,,microlensing,0,2022
KMT-2021-BLG-0240,KMT-2021-BLG-0240,0.47,,,,,KMT-2021-BLG-0240 b,0.4,,,,2.6,,,microlensing,0,2022
KMT-2021-BLG-0240,KMT-2021-BLG-0240,0.47,,,,,KMT-2021-BLG-0240 c,0.7,,,,4.0,,,microlensing,0,2022
KMT-2021-BLG-0240L,KMT-2021-BLG-0240L,0.56,,,,,KMT-2021-BLG-0240L b,0.21000,0.856,,,2.800000,,,microlensing,0,2022
KMT-2021-BLG-0320,KMT-2021-BLG-0320,0.32,,,,,KMT-2021-BLG-0320 b,0.1,,,,2.0,,,microlensing,0,2022
KMT-2021-BLG-0712,KMT-2021-BLG-0712,0.22,,,,,KMT-2021-BLG-0712 b,0.12016,,,,2.22,,,microlensing,0,2022
KMT-2021-BLG-0748,KMT-2021-BLG-0748,0.36,,,,,KMT-2021-BLG-0748 b,0.45,,,,2.43,,,microlensing,0,2022
KMT-2021-BLG-0909,KMT-2021-BLG-0909,0.38,,,,,KMT-2021-BLG-0909 b,1.26,,,,1.75,,,microlensing,0,2022
KMT-2021-BLG-0912,KMT-2021-BLG-0912,0.75,,,,,KMT-2021-BLG-0912 b,6.92,,,,3.03,,,microlensing,0,2021
KMT-2021-BLG-1077L,KMT-2021-BLG-1077L,0.14,,,,,KMT-2021-BLG-1077L b,0.22,,,,1.26,,,microlensing,0,2022
KMT-2021-BLG-1077L,KMT-2021-BLG-1077L,0.14,,,,,KMT-2021-BLG-1077L c,0.25,,,,0.93,,,microlensing,0,2022
KMT-2021-BLG-1105,KMT-2021-BLG-1105,0.63,,,,,KMT-2021-BLG-1105 b,1.3,,,,3.54,,,microlensing,0,2022
KMT-2021-BLG-1253,KMT-2021-BLG-1253,0.24,,,,,KMT-2021-BLG-1253 b,0.05994,,,,1.52,,,microlensing,0,2022
KMT-2021-BLG-1253L,KMT-2021-BLG-1253L,0.24,,,,,KMT-2021-BLG-1253L b,0.05994,0.409,,,1.520000,,,microlensing,0,2022
