system_name,star_name,star_mass,star_radius,star_temperature,star_metallicity,planet_name,planet_radius,planet_temperature,planet_period,semi_major_axis,discovery_method,is_transiting,discovery_year
KOI-314,KOI-314,0.521,0.442,3841.0,-0.28,KOI-314 c,0.11045,376.0,23.0881,0.128,transit,1,2014.0
KOI-314,KOI-314,0.521,0.442,3841.0,-0.28,Kepler-138 b,0.04757,762.0,10.3126,0.075,transit,1,2014.0
KOI-341,KOI-341,0.892,0.946,5523.0,0.0,KOI-341 b,0.153,762.0,4.7,0.0529,transit,1,2014.0
KOI-341,KOI-341,0.892,0.946,5523.0,0.0,KOI-341 c,0.268,762.0,7.171,0.0701,transit,1,2014.0
KOI-3503,KOI-3503,0.86,1.25,6001.0,-0.543,KOI-3503 b,0.106,785.0,21.185,0.1462,transit,1,2021.0
KOI-3503,KOI-3503,0.86,1.25,6001.0,-0.543,KOI-3503 c,0.108,686.0,31.828,0.1911,transit,1,2021.0
KOI-368,KOI-368,2.3,2.5,9257.0,0.4,KOI-368.01,2.1,3060.0,110.321611,0.6,transit,1,2013.0
KOI-3680,KOI-3680,1.0,0.91,5926.0,-0.12,KOI-3680.01,0.95,762.0,141.24164672,0.104541,transit,1,2015.0
KOI-370,KOI-370,1.419,1.98,6022.0,0.0,KOI-370.02,0.228,762.0,22.95102,0.178,transit,1,2013.0
KOI-370,KOI-370,1.419,1.98,6022.0,0.0,KOI-370.01,0.35,762.0,42.88254,0.269,transit,1,2013.0
KOI-372,KOI-372,1.014,1.122,5820.0,-0.01,KOI-372 b,0.747,762.0,125.63243,0.4988,transit,1,2015.0
KOI-372,KOI-372,1.014,1.122,5820.0,-0.01,KOI-372 c,0.203,762.0,11.8705247,0.104541,timing,0,2015.0
KOI-423,KOI-423,1.26,1.25,6350.0,0.1,KOI-423 b,1.11,762.0,21.087212,0.162,transit,1,2011.0
KOI-428,KOI-428,1.48,2.13,5645.0,0.1,KOI-428 b,1.17,762.0,6.87349,0.08,transit,1,2010.0
KOI-4427,KOI-4427,0.526,0.505,3813.0,-0.07,KOI-4427.01,0.208,762.0,147.6606,0.419,transit,1,2015.0
KOI-4878,KOI-4878,0.972,1.068,6031.0,-0.22,KOI-4878 b,0.092783,258.0,449.01499,1.137,transit,1,2015.0
KOI-523,KOI-523,0.92,1.32,5732.0,-0.11,KOI-523 b,0.312,762.0,35.8601,0.104541,transit,1,2013.0
KOI-523,KOI-523,0.92,1.32,5732.0,-0.11,KOI-523 c,0.779,762.0,49.40926,0.104541,transit,1,2013.0
KOI-55,KOI-55,0.496,0.203,27730.0,0.0,KOI-55 b,0.068,7112.0,0.2401,0.006,imaging,0,2011.0
KOI-55,KOI-55,0.496,0.203,27730.0,0.0,KOI-55 c,0.078,6319.1,0.34289,0.0076,imaging,0,2011.0
KOI-680,KOI-680,1.538,3.21,6161.0,-0.18,KOI-680 b,1.99,762.0,8.6001536,0.0948,transit,1,2012.0
KOI-7913,KOI-7913,0.76,0.79,5645.0,0.0,KOI-7913 b,0.1998,762.0,24.278571,0.104541,transit,1,2022.0
KOI-806,KOI-806,0.99,0.95,5498.0,0.18,KOI-806.03,0.355,556.9,29.334,0.18,transit,1,2012.0
KOI-806,KOI-806,0.99,0.95,5498.0,0.18,KOI-806.02,1.120903,431.4,60.3251,0.3,transit,1,2012.0
KOI-806,KOI-806,0.99,0.95,5498.0,0.18,KOI-806.01,0.801947,334.2,143.213,0.5,transit,1,2012.0
KOI-830,KOI-830,0.87,0.8,5150.0,0.09,KOI-830 b,1.08,1070.0,3.52563254,0.0433,transit,1,2014.0
KOI-984,KOI-984,0.928,0.818,5295.0,0.12,KOI-984 b,0.384,1022.0,4.2881785,0.0504,transit,1,2017.0
KPS-1,KPS-1,0.89,0.91,5165.0,0.22,KPS-1 b,1.03,1459.0,1.706291,0.0269,transit,1,2018.0
L 168-9,L 168-9,0.62,0.6,3800.0,0.04,L 168-9 b,0.124,965.0,1.4015,0.02091,transit,1,2020.0
L 363-38,L 363-38,0.21,0.27,3129.0,0.0,L 363-38 b,0.179,330.0,8.781,0.048,RV,0,2023.0
L 98-59,L 98-59,0.313,0.312,3367.0,-0.5,L 98-59 b,0.0758,627.0,2.2531136,0.02191,transit,1,2018.0
L 98-59,L 98-59,0.313,0.312,3367.0,-0.5,L 98-59 c,0.12356,553.0,3.6906777,0.0304,transit,1,2018.0
L 98-59,L 98-59,0.313,0.312,3367.0,-0.5,L 98-59 d,0.1357,416.0,7.4507245,0.0486,transit,1,2018.0
L 98-59,L 98-59,0.313,0.312,3367.0,-0.5,L 98-59 e,0.203,432.0,12.796,0.0717,RV,0,2021.0
LHS 1140,LHS 1140,0.19,0.21,3216.0,-0.24,LHS 1140 b,0.146,378.9,24.73694,0.0957,transit,1,2017.0
LHS 1140,LHS 1140,0.19,0.21,3216.0,-0.24,LHS 1140 c,0.104,708.9,3.77792,0.02734,transit,1,2018.0
LHS 1478,LHS 1478,0.236,0.246,3381.0,-0.13,LHS 1478 b,0.1106,595.0,1.9495378,0.01848,transit,1,2021.0
LHS 1678,LHS 1678,0.345,0.329,3490.0,0.0,LHS 1678 b,0.06209,762.0,0.8602322,0.01251,transit,1,2021.0
LHS 1678,LHS 1678,0.345,0.329,3490.0,0.0,LHS 1678 c,0.08761,762.0,3.694237,0.0331,transit,1,2021.0
LHS 1815,LHS 1815,0.5,0.5,3643.0,-0.12,LHS 1815 b,0.097,617.0,3.81433,0.0404,transit,1,2020.0
LHS 3844,LHS 3844,0.15,0.19,3036.0,0.0,LHS 3844 b,0.116,805.0,0.46292913,0.00622,transit,1,2019.0
LHS 475,LHS 475,0.262,0.279,3312.0,0.0,LHS 475 b,0.0883,586.0,2.029088,0.104541,transit,1,2023.0
LkCa 15,LkCa 15,0.97,0.945,4350.0,0.0,LkCa 15 b,0.203,762.0,11.8705247,14.7,imaging,0,2015.0
LkCa 15,LkCa 15,0.97,0.945,4350.0,0.0,LkCa 15 c,0.203,762.0,11.8705247,18.6,imaging,0,2011.0
LkCa 15,LkCa 15,0.97,0.945,4350.0,0.0,LkCa 15 d,0.203,762.0,11.8705247,24.7,imaging,0,2015.0
LP 714-47,LP 714-47,0.59,0.58,3950.0,0.41,LP 714-47 b,0.419,700.0,4.052037,0.0417,transit,1,2020.0
LP 791-18,LP 791-18,0.14,0.17,2960.0,-0.09,LP 791-18 b,0.1,650.0,0.948005,0.00969,transit,1,2019.0
LP 791-18,LP 791-18,0.14,0.17,2960.0,-0.09,LP 791-18 c,0.206,370.0,4.989963,0.029392,transit,1,2019.0
LP 890-9,LP 890-9,0.12,0.16,2850.0,-0.028,LP 890-9 c,0.122,272.0,8.457463,0.03984,transit,1,2022.0
LP 890-9,LP 890-9,0.12,0.16,2850.0,-0.028,LP 890-9 b,0.118,396.0,2.7299025,0.01875,transit,1,2022.0
LSPM J2116+0234,LSPM J2116+0234,0.43,0.43,3475.0,-0.05,LSPM J2116+0234 b,0.203,762.0,14.4399,0.0876,RV,1,2019.0
LTT 1445 A,LTT 1445 A,0.256,0.27,3340.0,-0.34,LTT 1445 A b,0.11643,424.0,5.3587657,0.03813,transit,1,2019.0
LTT 1445 A,LTT 1445 A,0.256,0.27,3340.0,-0.34,LTT 1445 A c,0.10233,508.0,3.1239035,0.0396,transit,1,2020.0
LTT 3780,LTT 3780,0.4,0.37,3331.0,0.28,LTT 3780 b,0.119,892.0,0.768448,0.01211,transit,1,2020.0
LTT 3780,LTT 3780,0.4,0.37,3331.0,0.28,LTT 3780 c,0.205,353.0,12.2519,0.07673,transit,1,2020.0
LTT 9779,LTT 9779,0.77,0.95,5443.0,0.27,LTT 9779 b,0.421,1978.0,0.792052,0.01679,transit,1,2020.0
Lupus-TR 3,Lupus-TR 3,0.87,0.82,5000.0,0.02,Lupus-TR 3b,0.89,762.0,3.91405,0.0464,transit,1,2007.0
MASCARA-1,MASCARA-1,1.72,2.1,7554.0,0.0,MASCARA-1 b,1.5,2570.0,2.14878,0.043,transit,1,2017.0
MASCARA-4,MASCARA-4,1.75,1.92,7800.0,0.0,MASCARA-4 b,1.53,2100.0,2.82406,0.047,transit,1,2020.0
MASCARA-5,MASCARA-5,1.9,1.92,7690.0,0.43,MASCARA-5 b,1.508,2370.0,2.65022,0.047,transit,1,2021.0
MOA-2007-BLG-192L,MOA-2007-BLG-192L,0.084,0.945,5645.0,0.0,MOA-2007-BLG-192L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2008.0
MOA-2007-BLG-400L,MOA-2007-BLG-400L,0.3,0.945,5645.0,0.0,MOA-2007-BLG-400L b,0.203,762.0,11.8705247,6.5,microlensing,0,2008.0
MOA-2008-BLG-310L,MOA-2008-BLG-310L,0.21,0.945,5645.0,0.0,MOA 2008-BLG-310L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2009.0
MOA-2008-BLG-379L,MOA-2008-BLG-379L,0.56,0.945,5645.0,0.0,MOA-2008-BLG-379L b,0.203,762.0,11.8705247,3.3,microlensing,0,2013.0
MOA-2009-BLG-266L,MOA-2009-BLG-266L,0.56,0.945,5645.0,0.0,MOA-2009-BLG-266L b,0.203,762.0,2780.0,3.2,microlensing,0,2011.0
MOA-2009-BLG-319L,MOA-2009-BLG-319L,0.38,0.945,5645.0,0.0,MOA-2009-BLG-319L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2010.0
MOA-2009-BLG-387L,MOA-2009-BLG-387L,0.19,0.945,5645.0,0.0,MOA-2009-BLG-387L b,0.203,762.0,1982.0,1.8,microlensing,0,2010.0
MOA-2010-BLG-073L,MOA-2010-BLG-073L,0.16,0.945,5645.0,0.0,MOA-2010-BLG-073L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2012.0
MOA-2010-BLG-117L,MOA-2010-BLG-117L,0.58,0.945,5645.0,0.0,MOA-2010-BLG-117L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2017.0
MOA-2010-BLG-311L,MOA-2010-BLG-311L,0.954,0.945,5645.0,0.0,MOA-2010-BLG-311 b,0.203,762.0,11.8705247,0.104541,microlensing,0,2012.0
MOA-2010-BLG-328L,MOA-2010-BLG-328L,0.11,0.945,5645.0,0.0,MOA-2010-BLG-328L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2013.0
MOA-2010-BLG-353L,MOA-2010-BLG-353L,0.16,0.945,5645.0,0.0,MOA-2010-BLG-353L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2015.0
MOA-2010-BLG-477L,MOA-2010-BLG-477L,0.67,0.945,5645.0,0.0,MOA-2010-BLG-477L b,0.203,762.0,11.8705247,2.0,microlensing,0,2012.0
MOA-2011-BLG-028L,MOA-2011-BLG-028L,0.75,0.945,5645.0,0.0,MOA-2011-BLG-028L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2015.0
MOA-2011-BLG-262L,MOA-2011-BLG-262L,0.12,0.945,5645.0,0.0,MOA-2011-BLG-262L b,0.203,762.0,11.8705247,0.95,microlensing,0,2014.0
MOA-2011-BLG-291L,MOA-2011-BLG-291L,0.15,0.945,5645.0,0.0,MOA-2011-BLG-291L b,0.203,762.0,11.8705247,0.69,microlensing,0,2018.0
MOA-2011-BLG-293L,MOA-2011-BLG-293L,0.86,0.82,5180.0,0.0,MOA-2011-BLG-293L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2012.0
MOA-2011-BLG-322L,MOA-2011-BLG-322L,0.39,0.945,5645.0,0.0,MOA 2011-BLG-322L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2013.0
MOA-2012-BLG-006L,MOA-2012-BLG-006L,0.49,0.945,5645.0,0.0,MOA-2012-BLG-006L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2017.0
MOA-2012-BLG-505L,MOA-2012-BLG-505L,0.1,0.945,5645.0,0.0,MOA-2012-BLG-505L b,0.203,762.0,11.8705247,0.9,microlensing,0,2017.0
MOA-2013-BLG-220L,MOA-2013-BLG-220L,0.25,0.945,5645.0,0.0,MOA-2013-BLG-220L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2014.0
MOA-2013-BLG-605L,MOA-2013-BLG-605L,0.19,0.945,5645.0,0.0,MOA-2013-BLG-605L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2015.0
MOA-2014-BLG-472,MOA-2014-BLG-472,0.31,0.945,5645.0,0.0,MOA-2014-BLG-472 b,0.203,762.0,11.8705247,0.96,microlensing,0,2021.0
MOA-2015-BLG-337L,MOA-2015-BLG-337L,0.01,0.945,5645.0,0.0,MOA-2015-BLG-337L b,0.203,762.0,11.8705247,0.24,microlensing,0,2018.0
MOA-2016-BLG-227L,MOA-2016-BLG-227L,0.29,0.945,5645.0,0.0,MOA-2016-BLG-227L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2017.0
MOA-2016-BLG-231,MOA-2016-BLG-231,0.021,0.945,5645.0,0.0,MOA-2016-BLG-231 b,0.203,762.0,11.8705247,0.88,microlensing,0,2019.0
MOA-2016-BLG-319L,MOA-2016-BLG-319L,0.15,0.945,5645.0,0.0,MOA-2016-BLG-319L b,0.203,762.0,11.8705247,0.95,microlensing,0,2018.0
MOA-2020-BLG-135,MOA-2020-BLG-135,0.23,0.945,5645.0,0.0,MOA-2020-BLG-135 b,0.203,762.0,11.8705247,1.11,microlensing,0,2022.0
MOA-2020-BLG-135L,MOA-2020-BLG-135L,0.23,0.945,5645.0,0.0,MOA-2020-BLG-135L b,0.301,762.0,11.8705247,1.11,microlensing,0,2022.0
MOA-2020-BLG-208L,MOA-2020-BLG-208L,0.43,0.945,5645.0,0.0,MOA-2020-BLG-208L b,0.688,762.0,11.8705247,2.74,microlensing,0,2023.0
MOA-2022-BLG-249L,MOA-2022-BLG-249L,0.18,0.945,5645.0,0.0,MOA-2022-BLG-249L b,0.182,762.0,11.8705247,1.63,microlensing,0,2023.0
MOA-bin-1L,MOA-bin-1L,0.75,0.945,5645.0,0.0,MOA-bin-1L b,0.203,762.0,11.8705247,8.3,microlensing,0,2012.0
MOA-bin-29,MOA-bin-29,0.03,0.945,5645.0,0.0,MOA-bin-29 b,0.203,762.0,11.8705247,0.48,microlensing,0,2019.0
mu Arae,mu Arae,1.08,1.245,5700.0,0.28,mu Arae b,0.203,228.7,643.25,1.5,RV,0,2000.0
mu Arae,mu Arae,1.08,1.245,5700.0,0.28,mu Arae c,0.203,928.2,9.6386,0.09094,RV,0,2004.0
mu Arae,mu Arae,1.08,1.245,5700.0,0.28,mu Arae d,0.203,292.1,310.55,0.921,RV,0,2004.0
mu Arae,mu Arae,1.08,1.245,5700.0,0.28,mu Arae e,0.203,122.5,4205.8,5.235,RV,0,2006.0
mu Leo,mu Leo,1.5,11.4,4538.2,0.36,mu Leo b,0.203,762.0,357.8,1.1,RV,0,2014.0
mu2 Sco,mu2 Sco,9.1,5.6,21700.0,0.0,mu2 Sco b,0.203,762.0,11.8705247,242.4,imaging,0,2022.0
NGC 2423 3,NGC 2423 3,2.4,0.945,5645.0,0.14,NGC 2423 3 b,0.203,762.0,714.3,2.1,RV,0,2007.0
NGC 4349 No 127,NGC 4349 No 127,3.9,0.945,5645.0,-0.12,NGC 4349 No 127 b,0.203,762.0,677.8,2.38,RV,0,2007.0
NGTS-1,NGTS-1,0.617,0.573,3916.0,0.0,NGTS-1 b,1.33,790.0,2.647298,0.0326,transit,1,2017.0
NGTS-10,NGTS-10,0.696,0.697,4400.0,-0.02,NGTS-10 b,1.205,1332.0,0.7668944,0.0143,transit,1,2019.0
NGTS-11,NGTS-11,0.862,0.832,5050.0,0.22,NGTS-11 b,0.823,440.0,35.455285,0.2,transit,1,2020.0
NGTS-11,NGTS-11,0.862,0.832,5050.0,0.22,NGTS-11 c,0.419,762.0,12.77,0.104541,transit,1,2022.0
NGTS-12,NGTS-12,1.02,1.59,5690.0,-0.03,NGTS-12 b,1.048,1257.0,7.532806,0.0757,transit,1,2020.0
NGTS-13,NGTS-13,1.3,1.788,5918.0,0.25,NGTS-13 b,1.142,1605.0,4.119027,0.0549,transit,1,2021.0
NGTS-15,NGTS-15,0.995,0.954,5600.0,0.15,NGTS-15 b,1.1,1146.0,3.27623,0.0441,transit,1,2021.0
NGTS-16,NGTS-16,1.002,1.213,5550.0,0.35,NGTS-16 b,1.3,1177.0,4.84532,0.0523,transit,1,2021.0
NGTS-17,NGTS-17,1.025,1.337,5650.0,0.15,NGTS-17 b,1.24,1457.0,3.24253,0.0391,transit,1,2021.0
NGTS-18,NGTS-18,1.003,1.392,5610.0,0.15,NGTS-18 b,1.21,1381.0,3.05125,0.0448,transit,1,2021.0
NGTS-2,NGTS-2,1.64,1.702,6478.0,-0.06,NGTS-2 b,1.595,1468.0,4.511164,0.063,transit,1,2018.0
NGTS-20,NGTS-20,1.47,1.78,5980.0,0.15,NGTS-20 b,1.07,688.0,54.18915,0.313,transit,1,2022.0
NGTS-21,NGTS-21,0.72,0.86,4660.0,-0.26,NGTS-21 b,1.33,1357.0,1.5433897,0.0236,transit,1,2022.0
NGTS-23,NGTS-23,1.01,1.24,6057.0,-0.26,NGTS-23 b,1.267,1327.0,4.0764326,0.0504,transit,1,2022.0
NGTS-24,NGTS-24,1.26,1.64,5820.0,0.27,NGTS-24 b,1.214,1499.0,3.4678796,0.0479,transit,1,2022.0
NGTS-25,NGTS-25,0.91,0.86,5321.0,0.12,NGTS-25 b,1.023,1101.0,2.823093,0.0388,transit,1,2022.0
NGTS-4,NGTS-4,0.75,0.84,5143.0,-0.28,NGTS-4 b,0.283702746,1650.0,1.3373508,0.019,transit,1,2018.0
NGTS-5,NGTS-5,0.661,0.739,4987.0,0.12,NGTS-5 b,1.136,952.0,3.3569866,0.0382,transit,1,2019.0
NGTS-6,NGTS-6,0.767,0.754,4730.0,0.11,NGTS-6 b,1.326,1283.9,0.882059,0.01677,transit,1,2019.0
NGTS-8,NGTS-8,0.89,0.98,5241.0,0.24,NGTS-8 b,1.09,1345.0,2.4997,0.035,transit,1,2019.0
NGTS-9,NGTS-9,1.34,1.38,6330.0,0.31,NGTS-9 b,1.07,1448.0,4.43527,0.058,transit,1,2019.0
nu Oph,nu Oph,2.7,14.6,4886.0,0.06,nu Oph b,0.203,762.0,530.21,1.79,RV,0,2012.0
nu Oph,nu Oph,2.7,14.6,4886.0,0.06,nu Oph c,0.203,762.0,3184.83,5.931,RV,0,2012.0
OGLE--2018-BLG-0516,OGLE--2018-BLG-0516,0.47,0.945,5645.0,0.0,OGLE--2018-BLG-0516 b,0.203,762.0,11.8705247,2.2,microlensing,0,2021.0
OGLE-2003-BLG-235L,OGLE-2003-BLG-235L,0.63,0.945,5645.0,0.0,OGLE-2003-BLG-235L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2004.0
OGLE-2005-BLG-071L,OGLE-2005-BLG-071L,0.46,0.945,5645.0,0.0,OGLE-2005-BLG-71L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2005.0
OGLE-2005-BLG-169L,OGLE-2005-BLG-169L,0.69,0.945,5645.0,0.0,OGLE-2005-BLG-169L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2006.0
OGLE-2005-BLG-390L,OGLE-2005-BLG-390L,0.22,0.945,5645.0,0.0,OGLE-2005-BLG-390L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2006.0
OGLE-2006-BLG-109L,OGLE-2006-BLG-109L,0.51,0.945,5645.0,0.0,OGLE-2006-BLG-109L b,0.203,762.0,1790.0,2.3,microlensing,0,2008.0
OGLE-2006-BLG-109L,OGLE-2006-BLG-109L,0.51,0.945,5645.0,0.0,OGLE-2006-BLG-109L c,0.203,762.0,4930.0,4.5,microlensing,0,2008.0
OGLE-2007-BLG-368L,OGLE-2007-BLG-368L,0.64,0.945,5645.0,0.0,OGLE-2007-BLG-368L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2009.0
OGLE-2008-BLG-355L,OGLE-2008-BLG-355L,0.37,0.945,5645.0,0.0,OGLE-2008-BLG-355L b,0.203,762.0,11.8705247,1.7,microlensing,0,2008.0
OGLE-2011-BLG-0173L,OGLE-2011-BLG-0173L,0.41,0.945,5645.0,0.0,OGLE-2011-BLG-0173L b,0.203,762.0,11.8705247,8.0,microlensing,0,2018.0
OGLE-2011-BLG-0251L,OGLE-2011-BLG-0251L,0.26,0.945,5645.0,0.0,OGLE-2011-BLG-251L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2013.0
OGLE-2011-BLG-0265L,OGLE-2011-BLG-0265L,0.211,0.945,5645.0,0.0,OGLE-2011-BLG-0265L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2014.0
OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L,1.06,0.945,5645.0,0.0,OGLE-2012-BLG-0026L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2012.0
OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L,1.06,0.945,5645.0,0.0,OGLE-2012-BLG-0026L c,0.203,762.0,11.8705247,0.104541,microlensing,0,2012.0
OGLE-2012-BLG-0358L,OGLE-2012-BLG-0358L,0.022,0.945,5645.0,0.0,OGLE-2012-BLG-0358L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2013.0
OGLE-2012-BLG-0406L,OGLE-2012-BLG-0406L,0.44,0.945,5645.0,0.0,OGLE-2012-BLG-0406L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2013.0
OGLE-2012-BLG-0563L,OGLE-2015-BLG-0563L,0.34,0.945,5645.0,0.0,OGLE-2015-BLG-0563L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2015.0
OGLE-2012-BLG-0724L,OGLE-2012-BLG-0724L,0.29,0.945,5645.0,0.0,OGLE-2012-BLG-0724L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2016.0
OGLE-2012-BLG-0838L,OGLE-2012-BLG-0838L,0.4,0.945,5645.0,0.0,OGLE-2012-BLG-0838L b,0.203,762.0,11.8705247,4.43,microlensing,0,2020.0
OGLE-2012-BLG-0950L,OGLE-2012-BLG-0950L,0.56,0.945,5645.0,0.0,OGLE-2012-BLG-0950L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2016.0
OGLE-2013-BLG-0102L,OGLE-2013-BLG-0102L A,0.096,0.945,5645.0,0.0,OGLE-2013-BLG-0102L B,0.203,762.0,11.8705247,0.104541,microlensing,0,2014.0
OGLE-2013-BLG-0132L,OGLE-2013-BLG-0132L,0.54,0.945,5645.0,0.0,OGLE-2013-BLG-0132L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2017.0
OGLE-2013-BLG-0911L,OGLE-2013-BLG-0911L,0.29,0.945,5645.0,0.0,OGLE-2013-BLG-0911L b,0.203,762.0,11.8705247,0.39,microlensing,0,2019.0
OGLE-2013-BLG-1721L,OGLE-2013-BLG-1721L,0.46,0.945,5645.0,0.0,OGLE-2013-BLG-1721L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2017.0
OGLE-2013-BLG-1761L,OGLE-2013-BLG-1761L,0.33,0.945,5645.0,0.0,OGLE-2013-BLG-1761L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2017.0
OGLE-2014-BLG-0124L,OGLE-2014-BLG-0124L,0.71,0.945,5645.0,0.0,OGLE-2014-BLG-0124L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2014.0
OGLE-2014-BLG-0319,OGLE-2014-BLG-0319,0.52,0.945,5645.0,0.0,OGLE-2014-BLG-0319 b,0.203,762.0,11.8705247,3.49,microlensing,0,2022.0
OGLE-2014-BLG-0676L,OGLE-2014-BLG-0676L,0.62,0.945,5645.0,0.0,OGLE-2014-BLG-0676L b,0.203,762.0,11.8705247,4.4,microlensing,0,2016.0
OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L,0.4,0.945,5645.0,0.0,OGLE-2014-BLG-1722L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2018.0
OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L,0.4,0.945,5645.0,0.0,OGLE-2014-BLG-1722L c,0.203,762.0,11.8705247,0.104541,microlensing,0,2018.0
OGLE-2014-BLG-1760L,OGLE-2014-BLG-1760L,0.51,0.945,5645.0,0.0,OGLE-2014-BLG-1760L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2016.0
OGLE-2015-BLG-0051L,OGLE-2015-BLG-0051L,0.1,0.945,5645.0,0.0,OGLE-2015-BLG-0051L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2015.0
OGLE-2015-BLG-0954L,OGLE-2015-BLG-0954L,0.3,0.945,5645.0,0.0,OGLE-2015-BLG-0954L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2016.0
OGLE-2015-BLG-0966L,OGLE-2015-BLG-0966L,0.38,0.945,5645.0,0.0,OGLE-2015-BLG-0966L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2015.0
OGLE-2015-BLG-1649L,OGLE-2015-BLG-1649L,0.34,0.945,5645.0,0.0,OGLE-2015-BLG-1649L b,0.203,762.0,11.8705247,2.07,microlensing,0,2019.0
OGLE-2015-BLG-1670L,OGLE-2015-BLG-1670L,0.55,0.945,5645.0,0.0,OGLE-2015-BLG-1670L b,0.203,762.0,11.8705247,2.62,microlensing,0,2019.0
OGLE-2015-BLG-1771L,OGLE-2015-BLG-1771L,0.08,0.945,5645.0,0.0,OGLE-2015-BLG-1771L b,0.203,762.0,11.8705247,0.85,microlensing,0,2020.0
OGLE-2016-BLG-0263L,OGLE-2016-BLG-0263L,0.13,0.945,5645.0,0.0,OGLE-2016-BLG-0263L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2017.0
OGLE-2016-BLG-1067L,OGLE-2016-BLG-1067L,0.3,0.945,5645.0,0.0,OGLE-2016-BLG-1067L b,0.203,762.0,11.8705247,1.7,microlensing,0,2019.0
OGLE-2016-BLG-1093L,OGLE-2016-BLG-1093L,0.48,0.945,5645.0,0.0,OGLE-2016-BLG-1093L b,0.203,762.0,11.8705247,2.13,microlensing,0,2021.0
OGLE-2016-BLG-1190L,OGLE-2016-BLG-1190L,0.88,0.945,5645.0,0.0,OGLE-2016-BLG-1190L b,0.203,762.0,1220.0,2.17,microlensing,0,2017.0
OGLE-2016-BLG-1195L,OGLE-2016-BLG-1195L,0.078,0.945,5645.0,0.0,OGLE-2016-BLG-1195L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2017.0
OGLE-2016-BLG-1227L,OGLE-2016-BLG-1227L,0.1,0.945,5645.0,0.0,OGLE-2016-BLG-1227L b,0.203,762.0,11.8705247,3.4,microlensing,0,2020.0
OGLE-2016-BLG-1928,OGLE-2016-BLG-1928,0.954,0.945,5645.0,0.0,OGLE-2016-BLG-1928,0.203,762.0,11.8705247,0.104541,microlensing,0,2020.0
OGLE-2017-BLG-0114,OGLE-2017-BLG-0114,0.954,0.945,5645.0,0.0,OGLE-2017-BLG-0114 b,0.203,762.0,11.8705247,0.75,microlensing,0,2021.0
OGLE-2017-BLG-0173L,OGLE-2017-BLG-0173L,0.396,0.945,5645.0,0.0,OGLE-2017-BLG-0173L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2017.0
OGLE-2017-BLG-0373L,OGLE-2017-BLG-0373L,0.248,0.945,5645.0,0.0,OGLE-2017-BLG-0373L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2018.0
OGLE-2017-BLG-0406L,OGLE-2017-BLG-0406L,0.56,0.945,5645.0,0.0,OGLE-2017-BLG-0406L b,0.203,762.0,11.8705247,3.5,microlensing,0,2020.0
OGLE-2017-BLG-0482L,OGLE-2017-BLG-0482L,0.2,0.945,5645.0,0.0,OGLE-2017-BLG-0482L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2018.0
