system_name,star_name,star_mass,star_radius,star_temperature,star_metallicity,planet_name,planet_radius,planet_temperature,planet_period,semi_major_axis,discovery_method,is_transiting,discovery_year
OGLE-2017-BLG-0604L,OGLE-2017-BLG-0604L,0.7,0.945,5645.0,0.0,OGLE-2017-BLG-0604L b,0.203,762.0,11.8705247,4.06,microlensing,0,2020.0
OGLE-2017-BLG-1049,OGLE-2017-BLG-1049,0.55,0.945,5645.0,0.0,OGLE-2017-BLG-1049 b,0.203,762.0,11.8705247,3.92,microlensing,0,2020.0
OGLE-2017-BLG-1099,OGLE-2017-BLG-1099,0.45,0.945,5645.0,0.0,OGLE-2017-BLG-1099 b,0.203,762.0,11.8705247,2.73,microlensing,0,2021.0
OGLE-2017-BLG-1140L,OGLE-2017-BLG-1140L,0.21,0.945,5645.0,0.0,OGLE-2017-BLG-1140L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2018.0
OGLE-2017-BLG-1375L,OGLE-2017-BLG-1375L,0.81,0.945,5645.0,0.0,OGLE-2017-BLG-1375L b,0.203,762.0,11.8705247,3.04,microlensing,0,2020.0
OGLE-2017-BLG-1434L,OGLE-2017-BLG-1434L,0.234,0.945,5645.0,0.0,OGLE-2017-BLG-1434L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2018.0
OGLE-2017-BLG-1522L,OGLE-2017-BLG-1522L,0.045,0.945,5645.0,0.0,OGLE-2017-BLG-1522L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2018.0
OGLE-2017-BLG-1691L,OGLE-2017-BLG-1691L,0.45,0.945,5645.0,0.0,BLG-1691L b,0.203,762.0,11.8705247,2.46,microlensing,0,2022.0
OGLE-2017-BLG-1806L,OGLE-2017-BLG-1806L,0.38,0.945,5645.0,0.0,OGLE-2017-BLG-1806L b,0.192,762.0,11.8705247,1.75,microlensing,0,2023.0
OGLE-2018-BLG-0298,OGLE-2018-BLG-0298,0.69,0.945,5645.0,0.0,OGLE-2018-BLG-0298 b,0.203,762.0,11.8705247,2.86,microlensing,0,2022.0
OGLE-2018-BLG-0383,OGLE-2018-BLG-0383,0.1,0.945,5645.0,0.0,OGLE-2018-BLG-0383 b,0.203,762.0,11.8705247,1.8,microlensing,0,2021.0
OGLE-2018-BLG-0506,OGLE-2018-BLG-0506,0.63,0.945,5645.0,0.0,OGLE-2018-BLG-0506 b,0.203,762.0,11.8705247,3.0,microlensing,0,2021.0
OGLE-2018-BLG-0567L,OGLE-2018-BLG-0567L,0.24,0.945,5645.0,0.0,OGLE-2018-BLG-0567L b,0.203,762.0,11.8705247,2.72,microlensing,0,2021.0
OGLE-2018-BLG-0596L,OGLE-2018-BLG-0596L,0.23,0.945,5645.0,0.0,OGLE-2018-BLG-0596L b,0.203,762.0,11.8705247,0.97,microlensing,0,2019.0
OGLE-2018-BLG-0677L,OGLE-2018-BLG-0677L,0.12,0.945,5645.0,0.0,OGLE-2018-BLG-0677L b,0.203,762.0,11.8705247,0.63,microlensing,0,2020.0
OGLE-2018-BLG-0740L,OGLE-2018-BLG-0740L,1.0,0.945,5912.0,-0.24,OGLE-2018-BLG-0740L b,0.203,762.0,5480.0,6.1,microlensing,0,2019.0
OGLE-2018-BLG-0799,OGLE-2018-BLG-0799,0.16,0.945,5645.0,0.0,OGLE-2018-BLG-0799 b,0.203,762.0,11.8705247,1.38,microlensing,0,2020.0
OGLE-2018-BLG-0932L,OGLE-2018-BLG-0932L,0.72,0.945,5645.0,0.0,OGLE-2018-BLG-0932L b,1.24,762.0,11.8705247,1.75,microlensing,0,2022.0
OGLE-2018-BLG-0962L,OGLE-2018-BLG-0962L,0.55,0.945,5645.0,0.0,OGLE-2018-BLG-0962,0.203,762.0,11.8705247,3.57,microlensing,0,2021.0
OGLE-2018-BLG-0977,OGLE-2018-BLG-0977,0.47,0.945,5645.0,0.0,OGLE-2018-BLG-0977 b,0.203,762.0,11.8705247,2.0,microlensing,0,2021.0
OGLE-2018-BLG-1011L,OGLE-2018-BLG-1011L,0.18,0.945,5645.0,0.0,OGLE-2018-BLG-1011L b,0.203,762.0,11.8705247,1.8,microlensing,0,2019.0
OGLE-2018-BLG-1011L,OGLE-2018-BLG-1011L,0.18,0.945,5645.0,0.0,OGLE-2018-BLG-1011L c,0.203,762.0,11.8705247,0.8,microlensing,0,2019.0
OGLE-2018-BLG-1119,OGLE-2018-BLG-1119,0.48,0.945,5645.0,0.0,OGLE-2018-BLG-1119 b,0.203,762.0,11.8705247,4.06,microlensing,0,2022.0
OGLE-2018-BLG-1126L,OGLE-2018-BLG-1126L,0.69,0.945,5645.0,0.0,OGLE-2018-BLG-1126L b,0.393,762.0,11.8705247,3.23,microlensing,0,2022.0
OGLE-2018-BLG-1185,OGLE-2018-BLG-1185,0.37,0.945,5645.0,0.0,OGLE-2018-BLG-1185 b,0.203,762.0,11.8705247,1.537,microlensing,0,2021.0
OGLE-2018-BLG-1212L,OGLE-2018-BLG-1212L,0.16,0.945,5645.0,0.0,OGLE-2018-BLG-1212L b,0.832,762.0,11.8705247,1.68,microlensing,0,2022.0
OGLE-2018-BLG-1269L,OGLE-2018-BLG-1269L,1.11,0.945,5645.0,0.0,OGLE-2018-BLG-1269L b,0.203,762.0,11.8705247,4.51,microlensing,0,2020.0
OGLE-2018-BLG-1367L,OGLE-2018-BLG-1367L,0.28,0.945,5645.0,0.0,OGLE-2018-BLG-1367L b,1.23,762.0,11.8705247,1.21,microlensing,0,2022.0
OGLE-2018-BLG-1428L,OGLE-2018-BLG-1428L,0.43,0.945,5645.0,0.0,OGLE-2018-BLG-1428L b,0.203,762.0,11.8705247,3.3,microlensing,0,2021.0
OGLE-2018-BLG-1544,OGLE-2018-BLG-1544,0.62,0.945,5645.0,0.0,OGLE-2018-BLG-1544 b,0.203,762.0,11.8705247,6.21,microlensing,0,2022.0
OGLE-2018-BLG-1647L,OGLE-2018-BLG-1647L,0.09,0.945,5645.0,0.0,OGLE-2018-BLG-1647L b,1.23,762.0,11.8705247,1.36,microlensing,0,2022.0
OGLE-2018-BLG-1700L,OGLE-2018-BLG-1700L,0.42,0.945,5645.0,0.0,OGLE-2018-BLG-1700L b,0.203,762.0,11.8705247,2.8,microlensing,0,2020.0
OGLE-2019-BLG-0249L,OGLE-2019-BLG-0249L,0.91,0.945,5645.0,0.0,OGLE-2019-BLG-0249L b,1.13,762.0,11.8705247,1.84,microlensing,0,2023.0
OGLE-2019-BLG-0468L,OGLE-2019-BLG-0468L,0.92,0.945,5645.0,0.0,OGLE-2019-BLG-0468L b,1.17,762.0,11.8705247,3.29,microlensing,0,2021.0
OGLE-2019-BLG-0468L,OGLE-2019-BLG-0468L,0.92,0.945,5645.0,0.0,OGLE-2019-BLG-0468L c,1.11,762.0,11.8705247,2.77,microlensing,0,2022.0
OGLE-2019-BLG-0679L,OGLE-2019-BLG-0679L,0.66,0.945,5645.0,0.0,OGLE-2019-BLG-0679L b,1.17,762.0,11.8705247,6.99,microlensing,0,2023.0
OGLE-2019-BLG-0954L,OGLE-2019-BLG-0954L,0.8,0.945,5645.0,0.0,OGLE-2019-BLG-0954L b,0.203,762.0,11.8705247,2.65,microlensing,0,2021.0
OGLE-2019-BLG-0960,OGLE-2019-BLG-0960,0.47,0.945,5645.0,0.0,OGLE-2019-BLG-0960 b,0.203,762.0,11.8705247,1.6,microlensing,0,2021.0
OGLE-2019-BLG-1053L,OGLE-2019-BLG-1053L,0.61,0.945,5645.0,0.0,OGLE-2019-BLG-1053L b,0.123,762.0,11.8705247,3.4,microlensing,0,2021.0
OGLE-2019-BLG-1470LAB,OGLE-2019-BLG-1470LAB,0.72,0.945,5645.0,0.0,OGLE-2019-BLG-1470LAB b,0.203,762.0,11.8705247,3.1,microlensing,0,2022.0
OGLE-2019-BLG-1492,OGLE-2019-BLG-1492,0.68,0.945,5645.0,0.0,OGLE-2019-BLG-1492 b,0.203,762.0,11.8705247,2.7,microlensing,0,2021.0
OGLE-TR-10,OGLE-TR-10,1.277,1.52,6075.0,0.28,OGLE-TR-10 b,1.72,1702.0,3.10129,0.04516,transit,1,2004.0
OGLE-TR-111,OGLE-TR-111,0.82,0.831,5070.0,0.12,OGLE-TR-111 b,1.077,940.0,4.01451,0.047,transit,1,2004.0
OGLE-TR-113,OGLE-TR-113,0.779,0.774,4790.0,0.09,OGLE-TR-113 b,1.051,762.0,1.43247506,0.02288,transit,1,2004.0
OGLE-TR-132,OGLE-TR-132,1.19,1.35,6210.0,0.37,OGLE-TR-132 b,1.227,1812.0,1.689868,0.03,transit,1,2004.0
OGLE-TR-182,OGLE-TR-182,1.14,1.14,5924.0,0.37,OGLE-TR-182 b,1.47,1235.0,3.9791,0.051,transit,1,2007.0
OGLE-TR-211,OGLE-TR-211,1.33,1.64,6325.0,0.11,OGLE-TR-211 b,1.26,1581.5,3.67724,0.051,transit,1,2007.0
OGLE-TR-56,OGLE-TR-56,1.17,1.32,5940.0,0.0,OGLE-TR-56 b,1.2,1390.3,1.211909,0.0225,transit,1,2002.0
OGLE2-TR-L9,OGLE2-TR-L9,1.52,1.53,6933.0,-0.05,OGLE2-TR-L9 b,1.614,2154.6,2.4855335,0.0308,transit,1,2007.0
Omega Serpentis,Omega Serpentis,2.17,12.3,4770.0,-0.24,Omega Serpentis b,0.203,762.0,277.02,1.1,RV,0,2013.0
omi CrB,omi CrB,2.13,10.5,4749.0,-0.29,omi CrB b,0.203,762.0,187.83,0.83,RV,0,2012.0
omi UMa,omi UMa,3.09,14.1,5242.0,-0.09,omi UMa b,0.203,762.0,1630.0,3.9,RV,0,2012.0
Oph 11,Oph 11 A,0.051,0.945,2838.0,0.0,Oph 11 B,0.203,2478.0,11.8705247,0.104541,imaging,0,2007.0
PDS 70,PDS 70,0.954,0.945,3972.0,0.0,PDS 70 c,2.04,995.0,11.8705247,34.0,imaging,0,2019.0
PDS 70,PDS 70,0.954,0.945,3972.0,0.0,PDS 70 b,2.72,1204.0,11.8705247,20.0,imaging,0,2018.0
PH-2,PH-2,0.94,1.0,5629.0,-0.08,PH-2 b,0.9,281.0,282.5255,0.828,transit,1,2013.0
POTS-1,POTS-1,0.695,0.588,4400.0,-0.03,POTS-1 b,0.941,762.0,3.1606296,0.03734,transit,1,2013.0
Pr0201,Pr0201,1.234,1.167,6174.0,0.187,Pr0201 b,0.203,762.0,4.4264,0.104541,RV,0,2012.0
Pr0211,Pr0211,0.935,0.827,5300.0,0.18,Pr0211 b,0.203,762.0,2.1461,0.03176,RV,0,2012.0
Pr0211,Pr0211,0.935,0.827,5300.0,0.18,Pr0211 c,0.203,762.0,4850.0,5.5,RV,0,2016.0
PSR 1257+12,PSR 1257+12,1.4,1.4e-05,5645.0,0.0,PSR 1257+12 A,0.203,762.0,25.262,0.19,timing,0,1992.0
PSR 1257+12,PSR 1257+12,1.4,1.4e-05,5645.0,0.0,PSR 1257+12 B,0.203,762.0,66.5419,0.36,timing,0,1992.0
PSR 1257+12,PSR 1257+12,1.4,1.4e-05,5645.0,0.0,PSR 1257+12 C,0.203,762.0,98.2114,0.46,timing,0,1992.0
PSR B0329+54,PSR B0329+54,1.44,0.945,5645.0,0.0,PSR B0329+54 b,0.203,762.0,10140.0,10.26,timing,0,2017.0
PSR J1311-3430,PSR J1311-3430,0.954,0.945,5645.0,0.0,PSR J1311-3430 b,0.203,762.0,0.065115,0.104541,RV,0,2012.0
PSR J1719-1438,PSR J1719-1438,1.4,1.4e-05,5645.0,0.0,PSR J1719-1438 b,0.203,762.0,0.090706293,0.00442,timing,0,2011.0
PSR J2322-2650,PSR J2322-2650,1.4,0.945,5645.0,0.0,PSR J2322-2650 b,0.203,762.0,0.322964,0.0102,timing,0,2017.0
PTFO 8-8695,PTFO 8-8695,0.34,1.07,3470.0,0.0,PTFO 8-8695 b,1.91,762.0,0.448413,0.008,transit,1,2012.0
PTFO 8-8695,PTFO 8-8695,0.34,1.07,3470.0,0.0,CVSO 30 c,1.63,1600.0,11.8705247,0.104541,imaging,0,2016.0
Qatar-1,Qatar-1,0.85,0.8,4910.0,0.2,Qatar-1 b,1.164,1389.0,1.42002504,0.02343,transit,1,2010.0
Qatar-10,Qatar-10,1.16,1.25,6124.0,0.016,Qatar-10 b,1.543,1955.0,1.645321,0.0286,transit,1,2019.0
Qatar-2,Qatar-2,0.74,0.713,4645.0,0.0,Qatar-2 b,1.144,1179.7,1.3371182,0.02149,transit,1,2011.0
Qatar-3,Qatar-3,1.145,1.272,6007.0,-0.041,Qatar-3 b,1.096,6007.0,2.5079204,0.03783,transit,1,2016.0
Qatar-4,Qatar-4,0.954,1.115,5219.0,0.166,Qatar-4 b,1.552,762.0,1.8053949,0.02861,transit,1,2016.0
Qatar-5,Qatar-5,1.128,1.076,5747.0,0.377,Qatar-5 b,1.107,762.0,2.8792319,0.04127,transit,1,2016.0
Qatar-6,Qatar-6,0.82,0.72,5052.0,-0.025,Qatar-6 b,1.062,1006.0,3.506195,0.0423,transit,1,2017.0
Qatar-7,Qatar-7,1.41,1.56,6387.0,0.276,Qatar-7 b,1.7,2053.0,2.032046,0.0352,transit,1,2019.0
Qatar-8,Qatar-8,1.03,1.31,5738.0,0.025,Qatar-8 b,1.285,1457.0,3.71495,0.0474,transit,1,2019.0
Qatar-9,Qatar-9,0.72,0.7,4309.0,0.252,Qatar-9 b,1.009,1134.0,1.540731,0.0234,transit,1,2019.0
Rho Coronae Borealis,Rho Coronae Borealis,0.889,1.3617,5627.0,-0.31,Rho Coronae Borealis b,0.203,762.0,39.8458,0.2196,RV,0,1997.0
Rho Coronae Borealis,Rho Coronae Borealis,0.889,1.3617,5627.0,-0.31,Rho Coronae Borealis c,0.203,762.0,102.54,0.4123,RV,0,2016.0
Ross 128,Ross 128,0.168,0.1967,3192.0,0.0,Ross 128 b,0.203,762.0,9.8658,0.0496,RV,0,2017.0
Ross 508,Ross 508,0.177,0.211,3071.0,-0.2,Ross 508 b,0.203,762.0,10.77,0.053,RV,0,2022.0
ROXs 12,ROXs 12,0.87,0.945,3850.0,0.0,ROXs 12 b,0.203,762.0,11.8705247,0.104541,imaging,0,2013.0
Sand 178,Sand 178,0.954,0.945,5645.0,0.0,Sand 178 b,0.203,762.0,123.93,0.104541,RV,0,2021.0
SAND364,SAND364,1.35,21.8,4284.0,-0.02,SAND364 b,0.203,762.0,120.951,0.104541,RV,0,2014.0
SAND978,SAND978,1.37,0.945,4200.0,0.0,SAND978 b,0.203,762.0,511.21,0.104541,RV,0,2017.0
Sun,Sun,1.0,1.0,5778.0,1e-08,Mercury,0.034901518,762.0,87.97,0.38709843,unknown,0,2016.0
Sun,Sun,1.0,1.0,5778.0,1e-08,Venus,0.08656491,900.0,224.7,0.72332102,unknown,0,2016.0
Sun,Sun,1.0,1.0,5778.0,1e-08,Earth,0.091130294,288.0,365.2422,1.00000018,unknown,0,2016.0
Sun,Sun,1.0,1.0,5778.0,1e-08,Mars,0.048489079,227.0,686.98,1.52371243,unknown,0,2016.0
Sun,Sun,1.0,1.0,5778.0,1e-08,Jupiter,1.0,762.0,4332.82,5.20248019,unknown,0,2016.0
Sun,Sun,1.0,1.0,5778.0,1e-08,Saturn,0.832944,762.0,10755.67,9.54149883,unknown,0,2016.0
Sun,Sun,1.0,1.0,5778.0,1e-08,Uranus,0.362775,762.0,30687.153,19.18797948,unknown,0,1781.0
Sun,Sun,1.0,1.0,5778.0,1e-08,Neptune,0.35221925,762.0,60190.03,30.06952752,unknown,0,1846.0
Sun,Sun,1.0,1.0,5778.0,1e-08,Pluto,0.0164379,762.0,90553.02,39.48686035,unknown,0,1930.0
SWEEPS-11,SWEEPS-11,1.1,1.45,5645.0,0.0,SWEEPS-11,1.13,762.0,1.796,0.03,transit,1,2006.0
SWEEPS-4,SWEEPS-4,1.24,1.18,5645.0,0.0,SWEEPS-4,0.81,762.0,4.2,0.055,transit,1,2006.0
TAP 26,TAP 26,1.04,1.36,5645.0,0.0,TAP 26 b,0.203,762.0,10.91,0.0975,RV,0,2017.0
tau Ceti,tau Ceti,0.783,0.793,5344.0,-0.55,tau Ceti b,0.203,762.0,13.965,0.105,RV,0,2012.0
tau Ceti,tau Ceti,0.783,0.793,5344.0,-0.55,tau Ceti c,0.203,762.0,35.362,0.195,RV,0,2012.0
tau Ceti,tau Ceti,0.783,0.793,5344.0,-0.55,tau Ceti d,0.203,762.0,94.11,0.374,RV,0,2012.0
tau Ceti,tau Ceti,0.783,0.793,5344.0,-0.55,tau Ceti e,0.203,762.0,162.87,0.538,RV,0,2012.0
tau Ceti,tau Ceti,0.783,0.793,5344.0,-0.55,tau Ceti f,0.203,762.0,636.13,1.334,RV,0,2012.0
tau Ceti,tau Ceti,0.783,0.793,5344.0,-0.55,tau Ceti g,0.203,762.0,20.0,0.104541,RV,0,2017.0
tau Ceti,tau Ceti,0.783,0.793,5344.0,-0.55,tau Ceti h,0.203,762.0,49.41,0.243,RV,0,2017.0
TCP J05074264+2447555L,TCP J05074264+2447555L,0.25,0.945,5645.0,0.0,TCP J05074264+2447555L b,0.203,762.0,11.8705247,0.104541,microlensing,0,2018.0
TIC 237913194,TIC 237913194,1.03,1.09,5788.0,0.14,TIC 237913194 b,1.117,974.0,15.168865,0.1207,transit,1,2020.0
TIC 279401253,TIC 279401253,1.13,1.06,5951.0,0.2,TIC 279401253 b,1.0,762.0,76.8,0.369,transit,1,2023.0
TIC 279401253,TIC 279401253,1.13,1.06,5951.0,0.2,TIC 279401253 c,1.12,762.0,155.3,0.591,transit,1,2023.0
TOI-1052,TOI-1052,1.2,1.26,6146.0,0.14,TOI-1052 c,0.578,719.0,35.806,0.2263,RV,1,2023.0
TOI-1052,TOI-1052,1.2,1.26,6146.0,0.14,TOI-1052 b,0.256,1135.0,9.139703,0.09103,transit,1,2023.0
TOI-1062,TOI-1062,0.94,0.84,5328.0,0.14,TOI-1062 b,0.20198,1077.0,4.11412,0.052,transit,1,2021.0
TOI-1062,TOI-1062,0.94,0.84,5328.0,0.14,TOI-1062 c,0.203,859.0,11.8705247,0.104541,RV,0,2021.0
TOI-1064,TOI-1064,0.748,0.726,4734.0,0.05,TOI-1064 b,0.2308,784.0,6.443868,0.06152,transit,1,2022.0
TOI-1064,TOI-1064,0.748,0.726,4734.0,0.05,TOI-1064 c,0.23651,634.0,12.226574,0.09429,transit,1,2022.0
TOI-1075,TOI-1075,0.6,0.58,3921.0,0.0,TOI-1075 b,0.1534,1336.0,0.6047328,0.0118,transit,1,2022.0
TOI-1098,TOI-1098,1.21,1.19,6200.0,0.08,TOI-1098 b,0.285,762.0,10.18271,0.113,transit,1,2021.0
TOI-1107,TOI-1107,1.35,1.81,6311.0,-0.1,TOI-1107 b,1.3,1728.0,4.0782387,0.0561,transit,1,2022.0
TOI-1130,TOI-1130,0.68,0.69,4250.0,0.2,TOI-1130 b,0.326,810.0,4.066499,0.04394,transit,1,2020.0
TOI-1130,TOI-1130,0.68,0.69,4250.0,0.2,TOI-1130 c,1.5,637.0,8.350381,0.07098,transit,1,2020.0
TOI-1136,TOI-1136,1.02,0.97,5770.0,0.07,TOI-1136 b,0.17,762.0,4.17278,0.104541,transit,1,2022.0
TOI-1136,TOI-1136,1.02,0.97,5770.0,0.07,TOI-1136 g,0.226,762.0,39.5387,0.104541,transit,1,2022.0
TOI-1136,TOI-1136,1.02,0.97,5770.0,0.07,TOI-1136 e,0.235,672.872760628,18.7992,0.104541,transit,1,2022.0
TOI-1136,TOI-1136,1.02,0.97,5770.0,0.07,TOI-1136 d,0.413,1393.0,12.51937,0.104541,transit,1,2022.0
TOI-1136,TOI-1136,1.02,0.97,5770.0,0.07,TOI-1136 f,0.346,631.0,26.3162,0.104541,transit,1,2022.0
TOI-1136,TOI-1136,1.02,0.97,5770.0,0.07,TOI-1136 c,0.257,1076.0,6.25725,0.104541,transit,1,2022.0
TOI-1181,TOI-1181,1.38,1.9,6260.0,0.0,TOI-1181 b,1.3,762.0,2.103195,0.104541,transit,1,2022.0
TOI-1201,TOI-1201,0.512,0.508,3476.0,0.05,TOI-1201 b,0.21545,703.0,2.4919863,0.0287,transit,1,2021.0
TOI-122,TOI-122,0.312,0.334,3403.0,0.0,TOI-122 b,0.2427,431.0,5.07803,0.0392,transit,1,2020.0
TOI-1221,TOI-1221,0.93,1.03,5592.0,0.06,TOI-1221 b,0.26,440.0,91.68278,0.387,transit,1,2023.0
TOI-1227,TOI-1227,0.17,0.56,3072.0,0.0,TOI-1227 b,0.854,762.0,27.36397,0.0886,RV,1,2021.0
TOI-1231,TOI-1231,0.485,0.476,3562.0,0.05,TOI-1231 b,0.3256,330.0,24.245586,0.1288,transit,1,2021.0
TOI-1235,TOI-1235,0.64,0.63,3872.0,0.05,TOI-1235 b,0.155,754.0,3.444729,0.03845,transit,1,2020.0
TOI-1238,TOI-1238,0.59,0.58,4089.0,0.31,TOI-1238 b,0.1079,1130.0,0.764597,0.0139,transit,1,2021.0
TOI-1238,TOI-1238,0.59,0.58,4089.0,0.31,TOI-1238 c,0.1882,700.0,3.294736,0.037,transit,1,2021.0
TOI-1246,TOI-1246,0.954,0.945,5645.0,0.0,TOI-1246 b,0.2685,762.0,4.30744,0.049,transit,1,2022.0
TOI-1246,TOI-1246,0.954,0.945,5645.0,0.0,TOI-1246 c,0.2239,762.0,5.904144,0.061,transit,1,2022.0
TOI-1246,TOI-1246,0.954,0.945,5645.0,0.0,TOI-1246 d,0.3131,762.0,18.6559,0.131,transit,1,2022.0
TOI-1246,TOI-1246,0.954,0.945,5645.0,0.0,TOI-1246 e,0.3372,762.0,37.9216,0.211,transit,1,2022.0
TOI-125,TOI-125,0.86,0.85,5320.0,-0.02,TOI-125 b,0.243,1037.0,4.65382,0.05186,transit,1,2019.0
TOI-125,TOI-125,0.86,0.85,5320.0,-0.02,TOI-125 c,0.246,828.0,9.15059,0.0814,transit,1,2019.0
TOI-125,TOI-125,0.86,0.85,5320.0,-0.02,TOI-125 d,0.261,638.0,19.98,0.137,transit,1,2020.0
TOI-1260,TOI-1260,0.66,0.65,4227.0,0.0,TOI-1260 b,0.20832,860.0,3.12748,0.0366,transit,1,2021.0
TOI-1260,TOI-1260,0.66,0.65,4227.0,0.0,TOI-1260 c,0.2516,643.0,7.49325,0.0656,transit,1,2021.0
TOI-1266,TOI-1266,0.45,0.42,3600.0,-0.5,TOI-1266 b,0.211,413.0,10.894843,0.0736,transit,1,2020.0
TOI-1266,TOI-1266,0.45,0.42,3600.0,-0.5,TOI-1266 c,0.139,344.0,18.80151,0.1058,transit,1,2020.0
TOI-1268,TOI-1268,0.96,0.92,5200.0,0.25,TOI-1268 b,0.82,762.0,8.1577094,0.072,transit,1,2022.0
TOI-1272,TOI-1272,0.954,0.945,5645.0,0.0,TOI-1272 b,0.3693,961.0,3.31599,0.0412,transit,1,2022.0
TOI-1272,TOI-1272,0.954,0.945,5645.0,0.0,TOI-1272 c,0.203,697.0,8.689,0.0783,RV,0,2022.0
TOI-1288,TOI-1288,0.89,1.01,5225.0,0.07,TOI-1288 c,0.98,762.0,443.0,0.104541,RV,0,2022.0
TOI-1288,TOI-1288,0.89,1.01,5225.0,0.07,TOI-1288 b,0.467,1266.0,2.699835,0.0429,transit,1,2022.0
TOI-1296,TOI-1296,1.17,1.664,5603.0,0.44,TOI-1296 b,1.231,1562.0,3.9443715,0.0497,transit,1,2021.0
TOI-1298,TOI-1298,1.44,1.412,5889.0,0.49,TOI-1298 b,0.841,1388.0,4.537164,0.059,transit,1,2021.0
TOI-132,TOI-132,0.97,0.9,5397.0,0.16,TOI-132 b,0.305,1395.0,2.1097019,0.026,transit,1,2020.0
TOI-1333,TOI-1333,1.464,1.925,6274.0,0.12,TOI-1333 b,1.396,1679.0,4.720219,0.0626,transit,1,2021.0
TOI-139,TOI-139,0.69,0.7,4570.0,-0.238,TOI-139 b,0.219,561.17,11.07085,0.104541,transit,1,2023.0
TOI-1408,TOI-1408,1.33,1.27,6306.0,7.79,TOI-1408 b,1.5,1011.0,4.424711,0.05804,transit,1,2023.0
TOI-1411,TOI-1411,0.59,0.66,4266.0,0.0,TOI-1411 b,1.36,1136.0,1.4520358,0.023,transit,1,2022.0
TOI-1416,TOI-1416,0.8,0.79,4884.0,0.08,TOI-1416 b,0.145,1517.0,1.0697568,0.019,transit,1,2023.0
TOI-1422,TOI-1422,0.981,1.019,5840.0,-0.09,TOI-1422 b,0.3533,867.0,12.9972,0.108,transit,1,2022.0
TOI-1422,TOI-1422,0.981,1.019,5840.0,-0.09,TOI-1422 c,0.203,881.0,29.29,0.185,RV,0,2022.0
TOI-1430,TOI-1430,0.954,0.945,5645.0,0.0,TOI-1430 b,0.187,813.0,7.434162,0.0705,transit,1,2022.0
TOI-1442,TOI-1442,0.29,0.31,3330.0,0.0,TOI-1442 b,0.1044,1072.0,11.8705247,0.0071,transit,1,2022.0
TOI-1444,TOI-1444,0.934,0.907,5430.0,0.13,TOI-1444 b,0.12463,762.0,0.4702694,0.104541,transit,1,2021.0
TOI-1444,TOI-1444,0.934,0.907,5430.0,0.13,TOI-1444 c,0.203,762.0,16.086,0.104541,RV,0,2021.0
TOI-1452,TOI-1452,0.25,0.28,3185.0,-0.07,TOI-1452 b,0.149,326.0,11.06201,0.061,transit,1,2022.0
TOI-1468,TOI-1468,0.34,0.34,3496.0,-0.04,TOI-1468 c,0.184,337.5,15.532482,0.104541,transit,1,2022.0
TOI-1468,TOI-1468,0.34,0.34,3496.0,-0.04,TOI-1468 b,0.114,682.2,1.8805136,0.104541,transit,1,2022.0
TOI-1470,TOI-1470,0.47,0.47,3709.0,0.0,TOI-1470 b,0.194,734.0,2.527093,0.0285,transit,1,2023.0
TOI-1470,TOI-1470,0.47,0.47,3709.0,0.0,TOI-1470 c,0.22,373.0,18.08816,0.106,transit,1,2023.0
TOI-1478,TOI-1478,0.946,1.05,5595.0,0.08,TOI-1478 b,1.06,918.0,10.180249,0.0903,transit,1,2021.0
TOI-150,TOI-150,1.35,1.53,6255.0,0.28,TOI-150 b,1.255,1405.0,5.857487,0.07037,transit,1,2019.0
TOI-1516,TOI-1516,1.085,1.245,6420.0,-0.05,TOI-1516 b,1.36,762.0,2.056014,0.104541,transit,1,2022.0
TOI-1518,TOI-1518,1.79,1.95,7300.0,-0.1,TOI-1518 b,1.875,2892.0,1.902603,0.039,transit,1,2021.0
TOI-157,TOI-157,0.95,1.17,5404.0,0.24,TOI-157 b,1.286,1588.0,2.0845435,0.03138,transit,1,2020.0
TOI-1601,TOI-1601,1.517,2.186,5948.0,0.329,TOI-1601 b,1.239,1619.0,5.331751,0.06864,transit,1,2021.0
TOI-163,TOI-163,1.44,1.65,6495.0,0.22,TOI-163 b,1.489,1669.0,4.231306,0.058,transit,1,2019.0
TOI-1634,TOI-1634,0.502,0.45,3550.0,0.23,TOI-1634 b,0.1597,924.0,0.989343,0.01545,transit,1,2021.0
TOI-1669,TOI-1669,1.0,1.07,5542.3,0.26,TOI-1669 b,1.26,762.0,502.0,0.104541,RV,0,2023.0
TOI-1670,TOI-1670,1.21,1.316,6170.0,0.09,TOI-1670 b,0.1838,1062.0,10.98462,0.103,transit,1,2022.0
TOI-1670,TOI-1670,1.21,1.316,6170.0,0.09,TOI-1670 c,0.987,684.0,40.74976,0.249,transit,1,2022.0
TOI-1680,TOI-1680,0.18,0.21,3225.0,0.04,TOI-1680 b,0.131,404.0,4.8026345,0.03144,transit,1,2023.0
TOI-1683,TOI-1683,0.954,0.945,5645.0,0.0,TOI-1683 b,0.205,927.0,1.05752578,0.036,transit,1,2022.0
TOI-1685,TOI-1685,0.495,0.492,3434.0,-0.13,TOI-1685 b,0.152,1069.0,0.6691403,0.104541,transit,1,2021.0
TOI-169,TOI-169,1.15,1.29,5880.0,0.24,TOI-169 b,1.086,1715.0,2.2554477,0.03524,transit,1,2020.0
